"","sid","sample","time","context_A","context_B","st","test_A","test_B","response","same_freq"
"10516","HH",38,9.12,500,595,3,300,424,0,FALSE
"10517","HH",39,9.36,500,595,3,300,424,0,FALSE
"10518","HH",40,9.6,500,595,3,300,424,0,FALSE
"10519","HH",41,9.84,500,595,3,300,424,0,FALSE
"10520","HH",42,10.08,500,595,3,300,424,0,FALSE
"10521","HH",43,10.32,500,595,3,300,424,0,FALSE
"10522","HH",44,10.56,500,595,3,300,424,0,FALSE
"10523","HH",45,10.8,500,595,3,300,424,0,FALSE
"10524","HH",46,11.04,500,595,3,300,424,0,FALSE
"10525","HH",47,11.28,500,595,3,300,424,0,FALSE
"10526","HH",48,11.52,500,595,3,300,424,0,FALSE
"10527","HH",49,11.76,500,595,3,300,424,0,FALSE
"10528","HH",50,12,500,595,3,300,424,0,FALSE
"10529","HH",51,12.24,500,595,3,300,424,0,FALSE
"10530","HH",52,12.48,500,595,3,300,424,0,FALSE
"10531","HH",53,12.72,500,595,3,300,424,0,FALSE
"10532","HH",54,12.96,500,595,3,300,424,1,FALSE
"10533","HH",55,13.2,500,595,3,300,424,1,FALSE
"10534","HH",56,13.44,500,595,3,300,424,1,FALSE
"10535","HH",57,13.68,500,595,3,300,424,1,FALSE
"10536","HH",58,13.92,500,595,3,300,424,1,FALSE
"10537","HH",59,14.16,500,595,3,300,424,1,FALSE
"10538","HH",60,14.4,500,595,3,300,424,1,FALSE
"10539","HH",61,14.64,500,595,3,300,424,1,FALSE
"10540","HH",62,14.88,500,595,3,300,424,1,FALSE
"10541","HH",1,0.24,500,595,3,300,424,0,FALSE
"10542","HH",2,0.48,500,595,3,300,424,0,FALSE
"10543","HH",3,0.72,500,595,3,300,424,0,FALSE
"10544","HH",4,0.96,500,595,3,300,424,0,FALSE
"10545","HH",5,1.2,500,595,3,300,424,0,FALSE
"10546","HH",6,1.44,500,595,3,300,424,0,FALSE
"10547","HH",7,1.68,500,595,3,300,424,1,FALSE
"10548","HH",8,1.92,500,595,3,300,424,1,FALSE
"10549","HH",9,2.16,500,595,3,300,424,1,FALSE
"10550","HH",10,2.4,500,595,3,300,424,1,FALSE
"10551","HH",11,2.64,500,595,3,300,424,1,FALSE
"10552","HH",12,2.88,500,595,3,300,424,1,FALSE
"10553","HH",13,3.12,500,595,3,300,424,1,FALSE
"10554","HH",14,3.36,500,595,3,300,424,1,FALSE
"10555","HH",15,3.6,500,595,3,300,424,1,FALSE
"10556","HH",16,3.84,500,595,3,300,424,1,FALSE
"10557","HH",17,4.08,500,595,3,300,424,0,FALSE
"10558","HH",18,4.32,500,595,3,300,424,0,FALSE
"10559","HH",19,4.56,500,595,3,300,424,0,FALSE
"10560","HH",20,4.8,500,595,3,300,424,0,FALSE
"10561","HH",21,5.04,500,595,3,300,424,0,FALSE
"10562","HH",22,5.28,500,595,3,300,424,0,FALSE
"10563","HH",23,5.52,500,595,3,300,424,0,FALSE
"10564","HH",24,5.76,500,595,3,300,424,0,FALSE
"10565","HH",25,6,500,595,3,300,424,0,FALSE
"10566","HH",26,6.24,500,595,3,300,424,1,FALSE
"10567","HH",27,6.48,500,595,3,300,424,1,FALSE
"10568","HH",28,6.72,500,595,3,300,424,1,FALSE
"10569","HH",29,6.96,500,595,3,300,424,1,FALSE
"10570","HH",30,7.2,500,595,3,300,424,1,FALSE
"10571","HH",31,7.44,500,595,3,300,424,1,FALSE
"10572","HH",32,7.68,500,595,3,300,424,1,FALSE
"10573","HH",33,7.92,500,595,3,300,424,0,FALSE
"10574","HH",34,8.16,500,595,3,300,424,0,FALSE
"10575","HH",35,8.4,500,595,3,300,424,0,FALSE
"10576","HH",36,8.64,500,595,3,300,424,0,FALSE
"10577","HH",37,8.88,500,595,3,300,424,0,FALSE
"10578","HH",38,9.12,500,595,3,300,424,0,FALSE
"10579","HH",39,9.36,500,595,3,300,424,0,FALSE
"10580","HH",40,9.6,500,595,3,300,424,0,FALSE
"10581","HH",41,9.84,500,595,3,300,424,0,FALSE
"10582","HH",42,10.08,500,595,3,300,424,0,FALSE
"10583","HH",43,10.32,500,595,3,300,424,0,FALSE
"10584","HH",44,10.56,500,595,3,300,424,0,FALSE
"10585","HH",45,10.8,500,595,3,300,424,0,FALSE
"10586","HH",46,11.04,500,595,3,300,424,0,FALSE
"10587","HH",47,11.28,500,595,3,300,424,0,FALSE
"10588","HH",48,11.52,500,595,3,300,424,0,FALSE
"10589","HH",49,11.76,500,595,3,300,424,0,FALSE
"10590","HH",50,12,500,595,3,300,424,0,FALSE
"10591","HH",51,12.24,500,595,3,300,424,0,FALSE
"10592","HH",52,12.48,500,595,3,300,424,0,FALSE
"10593","HH",53,12.72,500,595,3,300,424,0,FALSE
"10594","HH",54,12.96,500,595,3,300,424,0,FALSE
"10595","HH",55,13.2,500,595,3,300,424,0,FALSE
"10596","HH",56,13.44,500,595,3,300,424,0,FALSE
"10597","HH",57,13.68,500,595,3,300,424,0,FALSE
"10598","HH",58,13.92,500,595,3,300,424,0,FALSE
"10599","HH",59,14.16,500,595,3,300,424,0,FALSE
"10600","HH",60,14.4,500,595,3,300,424,0,FALSE
"10601","HH",61,14.64,500,595,3,300,424,0,FALSE
"10602","HH",62,14.88,500,595,3,300,424,0,FALSE
"10603","HH",1,0.24,500,595,3,300,424,0,FALSE
"10604","HH",2,0.48,500,595,3,300,424,0,FALSE
"10605","HH",3,0.72,500,595,3,300,424,0,FALSE
"10606","HH",4,0.96,500,595,3,300,424,0,FALSE
"10607","HH",5,1.2,500,595,3,300,424,0,FALSE
"10608","HH",6,1.44,500,595,3,300,424,0,FALSE
"10609","HH",7,1.68,500,595,3,300,424,0,FALSE
"10610","HH",8,1.92,500,595,3,300,424,0,FALSE
"10611","HH",9,2.16,500,595,3,300,424,0,FALSE
"10612","HH",10,2.4,500,595,3,300,424,0,FALSE
"10613","HH",11,2.64,500,595,3,300,424,0,FALSE
"10614","HH",12,2.88,500,595,3,300,424,0,FALSE
"10615","HH",13,3.12,500,595,3,300,424,0,FALSE
"10616","HH",14,3.36,500,595,3,300,424,0,FALSE
"10617","HH",15,3.6,500,595,3,300,424,0,FALSE
"10618","HH",16,3.84,500,595,3,300,424,0,FALSE
"10619","HH",17,4.08,500,595,3,300,424,0,FALSE
"10620","HH",18,4.32,500,595,3,300,424,0,FALSE
"10621","HH",19,4.56,500,595,3,300,424,0,FALSE
"10622","HH",20,4.8,500,595,3,300,424,0,FALSE
"10623","HH",21,5.04,500,595,3,300,424,0,FALSE
"10624","HH",22,5.28,500,595,3,300,424,0,FALSE
"10625","HH",23,5.52,500,595,3,300,424,0,FALSE
"10626","HH",24,5.76,500,595,3,300,424,0,FALSE
"10627","HH",25,6,500,595,3,300,424,0,FALSE
"10628","HH",26,6.24,500,595,3,300,424,0,FALSE
"10629","HH",27,6.48,500,595,3,300,424,0,FALSE
"10630","HH",28,6.72,500,595,3,300,424,0,FALSE
"10631","HH",29,6.96,500,595,3,300,424,0,FALSE
"10632","HH",30,7.2,500,595,3,300,424,0,FALSE
"10633","HH",31,7.44,500,595,3,300,424,0,FALSE
"10634","HH",32,7.68,500,595,3,300,424,0,FALSE
"10635","HH",33,7.92,500,595,3,300,424,0,FALSE
"10636","HH",34,8.16,500,595,3,300,424,0,FALSE
"10637","HH",35,8.4,500,595,3,300,424,0,FALSE
"10638","HH",36,8.64,500,595,3,300,424,0,FALSE
"10639","HH",37,8.88,500,595,3,300,424,0,FALSE
"10640","HH",38,9.12,500,595,3,300,424,0,FALSE
"10641","HH",39,9.36,500,595,3,300,424,0,FALSE
"10642","HH",40,9.6,500,595,3,300,424,0,FALSE
"10643","HH",41,9.84,500,595,3,300,424,0,FALSE
"10644","HH",42,10.08,500,595,3,300,424,0,FALSE
"10645","HH",43,10.32,500,595,3,300,424,0,FALSE
"10646","HH",44,10.56,500,595,3,300,424,0,FALSE
"10647","HH",45,10.8,500,595,3,300,424,0,FALSE
"10648","HH",46,11.04,500,595,3,300,424,0,FALSE
"10649","HH",47,11.28,500,595,3,300,424,0,FALSE
"10650","HH",48,11.52,500,595,3,300,424,0,FALSE
"10651","HH",49,11.76,500,595,3,300,424,0,FALSE
"10652","HH",50,12,500,595,3,300,424,0,FALSE
"10653","HH",51,12.24,500,595,3,300,424,0,FALSE
"10654","HH",52,12.48,500,595,3,300,424,0,FALSE
"10655","HH",53,12.72,500,595,3,300,424,0,FALSE
"10656","HH",54,12.96,500,595,3,300,424,0,FALSE
"10657","HH",55,13.2,500,595,3,300,424,0,FALSE
"10658","HH",56,13.44,500,595,3,300,424,0,FALSE
"10659","HH",57,13.68,500,595,3,300,424,0,FALSE
"10660","HH",58,13.92,500,595,3,300,424,1,FALSE
"10661","HH",59,14.16,500,595,3,300,424,1,FALSE
"10662","HH",60,14.4,500,595,3,300,424,1,FALSE
"10663","HH",61,14.64,500,595,3,300,424,1,FALSE
"10664","HH",62,14.88,500,595,3,300,424,1,FALSE
"10665","HH",1,0.24,500,595,3,300,424,0,FALSE
"10666","HH",2,0.48,500,595,3,300,424,0,FALSE
"10667","HH",3,0.72,500,595,3,300,424,0,FALSE
"10668","HH",4,0.96,500,595,3,300,424,0,FALSE
"10669","HH",5,1.2,500,595,3,300,424,0,FALSE
"10670","HH",6,1.44,500,595,3,300,424,0,FALSE
"10671","HH",7,1.68,500,595,3,300,424,0,FALSE
"10672","HH",8,1.92,500,595,3,300,424,0,FALSE
"10673","HH",9,2.16,500,595,3,300,424,1,FALSE
"10674","HH",10,2.4,500,595,3,300,424,1,FALSE
"10675","HH",11,2.64,500,595,3,300,424,1,FALSE
"10676","HH",12,2.88,500,595,3,300,424,1,FALSE
"10677","HH",13,3.12,500,595,3,300,424,1,FALSE
"10678","HH",14,3.36,500,595,3,300,424,1,FALSE
"10679","HH",15,3.6,500,595,3,300,424,1,FALSE
"10680","HH",16,3.84,500,595,3,300,424,0,FALSE
"10681","HH",17,4.08,500,595,3,300,424,0,FALSE
"10682","HH",18,4.32,500,595,3,300,424,0,FALSE
"10683","HH",19,4.56,500,595,3,300,424,0,FALSE
"10684","HH",20,4.8,500,595,3,300,424,0,FALSE
"10685","HH",21,5.04,500,595,3,300,424,0,FALSE
"10686","HH",22,5.28,500,595,3,300,424,0,FALSE
"10687","HH",23,5.52,500,595,3,300,424,0,FALSE
"10688","HH",24,5.76,500,595,3,300,424,0,FALSE
"10689","HH",25,6,500,595,3,300,424,0,FALSE
"10690","HH",26,6.24,500,595,3,300,424,0,FALSE
"10691","HH",27,6.48,500,595,3,300,424,0,FALSE
"10692","HH",28,6.72,500,595,3,300,424,0,FALSE
"10693","HH",29,6.96,500,595,3,300,424,0,FALSE
"10694","HH",30,7.2,500,595,3,300,424,1,FALSE
"10695","HH",31,7.44,500,595,3,300,424,1,FALSE
"10696","HH",32,7.68,500,595,3,300,424,1,FALSE
"10697","HH",33,7.92,500,595,3,300,424,0,FALSE
"10698","HH",34,8.16,500,595,3,300,424,0,FALSE
"10699","HH",35,8.4,500,595,3,300,424,0,FALSE
"10700","HH",36,8.64,500,595,3,300,424,0,FALSE
"10701","HH",37,8.88,500,595,3,300,424,0,FALSE
"10702","HH",38,9.12,500,595,3,300,424,0,FALSE
"10703","HH",39,9.36,500,595,3,300,424,0,FALSE
"10704","HH",40,9.6,500,595,3,300,424,0,FALSE
"10705","HH",41,9.84,500,595,3,300,424,0,FALSE
"10706","HH",42,10.08,500,595,3,300,424,0,FALSE
"10707","HH",43,10.32,500,595,3,300,424,1,FALSE
"10708","HH",44,10.56,500,595,3,300,424,1,FALSE
"10709","HH",45,10.8,500,595,3,300,424,1,FALSE
"10710","HH",46,11.04,500,595,3,300,424,0,FALSE
"10711","HH",47,11.28,500,595,3,300,424,0,FALSE
"10712","HH",48,11.52,500,595,3,300,424,0,FALSE
"10713","HH",49,11.76,500,595,3,300,424,0,FALSE
"10714","HH",50,12,500,595,3,300,424,0,FALSE
"10715","HH",51,12.24,500,595,3,300,424,0,FALSE
"10716","HH",52,12.48,500,595,3,300,424,0,FALSE
"10717","HH",53,12.72,500,595,3,300,424,0,FALSE
"10718","HH",54,12.96,500,595,3,300,424,0,FALSE
"10719","HH",55,13.2,500,595,3,300,424,0,FALSE
"10720","HH",56,13.44,500,595,3,300,424,0,FALSE
"10721","HH",57,13.68,500,595,3,300,424,0,FALSE
"10722","HH",58,13.92,500,595,3,300,424,0,FALSE
"10723","HH",59,14.16,500,595,3,300,424,0,FALSE
"10724","HH",60,14.4,500,595,3,300,424,0,FALSE
"10725","HH",61,14.64,500,595,3,300,424,0,FALSE
"10726","HH",62,14.88,500,595,3,300,424,0,FALSE
"10727","HH",1,0.24,500,595,3,300,424,0,FALSE
"10728","HH",2,0.48,500,595,3,300,424,0,FALSE
"10729","HH",3,0.72,500,595,3,300,424,0,FALSE
"10730","HH",4,0.96,500,595,3,300,424,0,FALSE
"10731","HH",5,1.2,500,595,3,300,424,0,FALSE
"10732","HH",6,1.44,500,595,3,300,424,1,FALSE
"10733","HH",7,1.68,500,595,3,300,424,1,FALSE
"10734","HH",8,1.92,500,595,3,300,424,1,FALSE
"10735","HH",9,2.16,500,595,3,300,424,1,FALSE
"10736","HH",10,2.4,500,595,3,300,424,1,FALSE
"10737","HH",11,2.64,500,595,3,300,424,1,FALSE
"10738","HH",12,2.88,500,595,3,300,424,1,FALSE
"10739","HH",13,3.12,500,595,3,300,424,1,FALSE
"10740","HH",14,3.36,500,595,3,300,424,0,FALSE
"10741","HH",15,3.6,500,595,3,300,424,0,FALSE
"10742","HH",16,3.84,500,595,3,300,424,0,FALSE
"10743","HH",17,4.08,500,595,3,300,424,0,FALSE
"10744","HH",18,4.32,500,595,3,300,424,0,FALSE
"10745","HH",19,4.56,500,595,3,300,424,0,FALSE
"10746","HH",20,4.8,500,595,3,300,424,1,FALSE
"10747","HH",21,5.04,500,595,3,300,424,1,FALSE
"10748","HH",22,5.28,500,595,3,300,424,1,FALSE
"10749","HH",23,5.52,500,595,3,300,424,1,FALSE
"10750","HH",24,5.76,500,595,3,300,424,1,FALSE
"10751","HH",25,6,500,595,3,300,424,1,FALSE
"10752","HH",26,6.24,500,595,3,300,424,1,FALSE
"10753","HH",27,6.48,500,595,3,300,424,0,FALSE
"10754","HH",28,6.72,500,595,3,300,424,0,FALSE
"10755","HH",29,6.96,500,595,3,300,424,0,FALSE
"10756","HH",30,7.2,500,595,3,300,424,0,FALSE
"10757","HH",31,7.44,500,595,3,300,424,0,FALSE
"10758","HH",32,7.68,500,595,3,300,424,0,FALSE
"10759","HH",33,7.92,500,595,3,300,424,0,FALSE
"10760","HH",34,8.16,500,595,3,300,424,0,FALSE
"10761","HH",35,8.4,500,595,3,300,424,0,FALSE
"10762","HH",36,8.64,500,595,3,300,424,0,FALSE
"10763","HH",37,8.88,500,595,3,300,424,0,FALSE
"10764","HH",38,9.12,500,595,3,300,424,0,FALSE
"10765","HH",39,9.36,500,595,3,300,424,0,FALSE
"10766","HH",40,9.6,500,595,3,300,424,0,FALSE
"10767","HH",41,9.84,500,595,3,300,424,0,FALSE
"10768","HH",42,10.08,500,595,3,300,424,0,FALSE
"10769","HH",43,10.32,500,595,3,300,424,0,FALSE
"10770","HH",44,10.56,500,595,3,300,424,0,FALSE
"10771","HH",45,10.8,500,595,3,300,424,0,FALSE
"10772","HH",46,11.04,500,595,3,300,424,0,FALSE
"10773","HH",47,11.28,500,595,3,300,424,0,FALSE
"10774","HH",48,11.52,500,595,3,300,424,0,FALSE
"10775","HH",49,11.76,500,595,3,300,424,0,FALSE
"10776","HH",50,12,500,595,3,300,424,0,FALSE
"10777","HH",51,12.24,500,595,3,300,424,0,FALSE
"10778","HH",52,12.48,500,595,3,300,424,0,FALSE
"10779","HH",53,12.72,500,595,3,300,424,0,FALSE
"10780","HH",54,12.96,500,595,3,300,424,0,FALSE
"10781","HH",55,13.2,500,595,3,300,424,0,FALSE
"10782","HH",56,13.44,500,595,3,300,424,0,FALSE
"10783","HH",57,13.68,500,595,3,300,424,0,FALSE
"10784","HH",58,13.92,500,595,3,300,424,1,FALSE
"10785","HH",59,14.16,500,595,3,300,424,1,FALSE
"10786","HH",60,14.4,500,595,3,300,424,1,FALSE
"10787","HH",61,14.64,500,595,3,300,424,1,FALSE
"10788","HH",62,14.88,500,595,3,300,424,1,FALSE
"10789","HH",1,0.24,500,1000,12,300,424,0,FALSE
"10790","HH",2,0.48,500,1000,12,300,424,0,FALSE
"10791","HH",3,0.72,500,1000,12,300,424,0,FALSE
"10792","HH",4,0.96,500,1000,12,300,424,0,FALSE
"10793","HH",5,1.2,500,1000,12,300,424,0,FALSE
"10794","HH",6,1.44,500,1000,12,300,424,0,FALSE
"10795","HH",7,1.68,500,1000,12,300,424,0,FALSE
"10796","HH",8,1.92,500,1000,12,300,424,1,FALSE
"10797","HH",9,2.16,500,1000,12,300,424,1,FALSE
"10798","HH",10,2.4,500,1000,12,300,424,1,FALSE
"10799","HH",11,2.64,500,1000,12,300,424,1,FALSE
"10800","HH",12,2.88,500,1000,12,300,424,1,FALSE
"10801","HH",13,3.12,500,1000,12,300,424,1,FALSE
"10802","HH",14,3.36,500,1000,12,300,424,1,FALSE
"10803","HH",15,3.6,500,1000,12,300,424,1,FALSE
"10804","HH",16,3.84,500,1000,12,300,424,1,FALSE
"10805","HH",17,4.08,500,1000,12,300,424,1,FALSE
"10806","HH",18,4.32,500,1000,12,300,424,1,FALSE
"10807","HH",19,4.56,500,1000,12,300,424,1,FALSE
"10808","HH",20,4.8,500,1000,12,300,424,1,FALSE
"10809","HH",21,5.04,500,1000,12,300,424,0,FALSE
"10810","HH",22,5.28,500,1000,12,300,424,0,FALSE
"10811","HH",23,5.52,500,1000,12,300,424,0,FALSE
"10812","HH",24,5.76,500,1000,12,300,424,0,FALSE
"10813","HH",25,6,500,1000,12,300,424,0,FALSE
"10814","HH",26,6.24,500,1000,12,300,424,0,FALSE
"10815","HH",27,6.48,500,1000,12,300,424,1,FALSE
"10816","HH",28,6.72,500,1000,12,300,424,1,FALSE
"10817","HH",29,6.96,500,1000,12,300,424,1,FALSE
"10818","HH",30,7.2,500,1000,12,300,424,1,FALSE
"10819","HH",31,7.44,500,1000,12,300,424,1,FALSE
"10820","HH",32,7.68,500,1000,12,300,424,0,FALSE
"10821","HH",33,7.92,500,1000,12,300,424,0,FALSE
"10822","HH",34,8.16,500,1000,12,300,424,0,FALSE
"10823","HH",35,8.4,500,1000,12,300,424,0,FALSE
"10824","HH",36,8.64,500,1000,12,300,424,0,FALSE
"10825","HH",37,8.88,500,1000,12,300,424,0,FALSE
"10826","HH",38,9.12,500,1000,12,300,424,0,FALSE
"10827","HH",39,9.36,500,1000,12,300,424,0,FALSE
"10828","HH",40,9.6,500,1000,12,300,424,0,FALSE
"10829","HH",41,9.84,500,1000,12,300,424,0,FALSE
"10830","HH",42,10.08,500,1000,12,300,424,0,FALSE
"10831","HH",43,10.32,500,1000,12,300,424,1,FALSE
"10832","HH",44,10.56,500,1000,12,300,424,0,FALSE
"10833","HH",45,10.8,500,1000,12,300,424,0,FALSE
"10834","HH",46,11.04,500,1000,12,300,424,0,FALSE
"10835","HH",47,11.28,500,1000,12,300,424,0,FALSE
"10836","HH",48,11.52,500,1000,12,300,424,0,FALSE
"10837","HH",49,11.76,500,1000,12,300,424,0,FALSE
"10838","HH",50,12,500,1000,12,300,424,0,FALSE
"10839","HH",51,12.24,500,1000,12,300,424,0,FALSE
"10840","HH",52,12.48,500,1000,12,300,424,0,FALSE
"10841","HH",53,12.72,500,1000,12,300,424,0,FALSE
"10842","HH",54,12.96,500,1000,12,300,424,0,FALSE
"10843","HH",55,13.2,500,1000,12,300,424,0,FALSE
"10844","HH",56,13.44,500,1000,12,300,424,0,FALSE
"10845","HH",57,13.68,500,1000,12,300,424,0,FALSE
"10846","HH",58,13.92,500,1000,12,300,424,0,FALSE
"10847","HH",59,14.16,500,1000,12,300,424,0,FALSE
"10848","HH",60,14.4,500,1000,12,300,424,0,FALSE
"10849","HH",61,14.64,500,1000,12,300,424,0,FALSE
"10850","HH",62,14.88,500,1000,12,300,424,0,FALSE
"10851","HH",1,0.24,500,1000,12,300,424,0,FALSE
"10852","HH",2,0.48,500,1000,12,300,424,0,FALSE
"10853","HH",3,0.72,500,1000,12,300,424,0,FALSE
"10854","HH",4,0.96,500,1000,12,300,424,0,FALSE
"10855","HH",5,1.2,500,1000,12,300,424,0,FALSE
"10856","HH",6,1.44,500,1000,12,300,424,0,FALSE
"10857","HH",7,1.68,500,1000,12,300,424,1,FALSE
"10858","HH",8,1.92,500,1000,12,300,424,1,FALSE
"10859","HH",9,2.16,500,1000,12,300,424,1,FALSE
"10860","HH",10,2.4,500,1000,12,300,424,1,FALSE
"10861","HH",11,2.64,500,1000,12,300,424,1,FALSE
"10862","HH",12,2.88,500,1000,12,300,424,1,FALSE
"10863","HH",13,3.12,500,1000,12,300,424,1,FALSE
"10864","HH",14,3.36,500,1000,12,300,424,1,FALSE
"10865","HH",15,3.6,500,1000,12,300,424,1,FALSE
"10866","HH",16,3.84,500,1000,12,300,424,1,FALSE
"10867","HH",17,4.08,500,1000,12,300,424,1,FALSE
"10868","HH",18,4.32,500,1000,12,300,424,1,FALSE
"10869","HH",19,4.56,500,1000,12,300,424,1,FALSE
"10870","HH",20,4.8,500,1000,12,300,424,1,FALSE
"10871","HH",21,5.04,500,1000,12,300,424,1,FALSE
"10872","HH",22,5.28,500,1000,12,300,424,1,FALSE
"10873","HH",23,5.52,500,1000,12,300,424,1,FALSE
"10874","HH",24,5.76,500,1000,12,300,424,1,FALSE
"10875","HH",25,6,500,1000,12,300,424,1,FALSE
"10876","HH",26,6.24,500,1000,12,300,424,1,FALSE
"10877","HH",27,6.48,500,1000,12,300,424,1,FALSE
"10878","HH",28,6.72,500,1000,12,300,424,1,FALSE
"10879","HH",29,6.96,500,1000,12,300,424,1,FALSE
"10880","HH",30,7.2,500,1000,12,300,424,1,FALSE
"10881","HH",31,7.44,500,1000,12,300,424,1,FALSE
"10882","HH",32,7.68,500,1000,12,300,424,0,FALSE
"10883","HH",33,7.92,500,1000,12,300,424,0,FALSE
"10884","HH",34,8.16,500,1000,12,300,424,0,FALSE
"10885","HH",35,8.4,500,1000,12,300,424,0,FALSE
"10886","HH",36,8.64,500,1000,12,300,424,0,FALSE
"10887","HH",37,8.88,500,1000,12,300,424,0,FALSE
"10888","HH",38,9.12,500,1000,12,300,424,0,FALSE
"10889","HH",39,9.36,500,1000,12,300,424,0,FALSE
"10890","HH",40,9.6,500,1000,12,300,424,0,FALSE
"10891","HH",41,9.84,500,1000,12,300,424,0,FALSE
"10892","HH",42,10.08,500,1000,12,300,424,0,FALSE
"10893","HH",43,10.32,500,1000,12,300,424,0,FALSE
"10894","HH",44,10.56,500,1000,12,300,424,0,FALSE
"10895","HH",45,10.8,500,1000,12,300,424,0,FALSE
"10896","HH",46,11.04,500,1000,12,300,424,0,FALSE
"10897","HH",47,11.28,500,1000,12,300,424,0,FALSE
"10898","HH",48,11.52,500,1000,12,300,424,0,FALSE
"10899","HH",49,11.76,500,1000,12,300,424,0,FALSE
"10900","HH",50,12,500,1000,12,300,424,0,FALSE
"10901","HH",51,12.24,500,1000,12,300,424,0,FALSE
"10902","HH",52,12.48,500,1000,12,300,424,0,FALSE
"10903","HH",53,12.72,500,1000,12,300,424,0,FALSE
"10904","HH",54,12.96,500,1000,12,300,424,1,FALSE
"10905","HH",55,13.2,500,1000,12,300,424,1,FALSE
"10906","HH",56,13.44,500,1000,12,300,424,1,FALSE
"10907","HH",57,13.68,500,1000,12,300,424,1,FALSE
"10908","HH",58,13.92,500,1000,12,300,424,1,FALSE
"10909","HH",59,14.16,500,1000,12,300,424,1,FALSE
"10910","HH",60,14.4,500,1000,12,300,424,1,FALSE
"10911","HH",61,14.64,500,1000,12,300,424,1,FALSE
"10912","HH",62,14.88,500,1000,12,300,424,1,FALSE
"10913","HH",1,0.24,500,1000,12,300,424,0,FALSE
"10914","HH",2,0.48,500,1000,12,300,424,0,FALSE
"10915","HH",3,0.72,500,1000,12,300,424,0,FALSE
"10916","HH",4,0.96,500,1000,12,300,424,0,FALSE
"10917","HH",5,1.2,500,1000,12,300,424,0,FALSE
"10918","HH",6,1.44,500,1000,12,300,424,0,FALSE
"10919","HH",7,1.68,500,1000,12,300,424,1,FALSE
"10920","HH",8,1.92,500,1000,12,300,424,1,FALSE
"10921","HH",9,2.16,500,1000,12,300,424,1,FALSE
"10922","HH",10,2.4,500,1000,12,300,424,1,FALSE
"10923","HH",11,2.64,500,1000,12,300,424,1,FALSE
"10924","HH",12,2.88,500,1000,12,300,424,1,FALSE
"10925","HH",13,3.12,500,1000,12,300,424,1,FALSE
"10926","HH",14,3.36,500,1000,12,300,424,1,FALSE
"10927","HH",15,3.6,500,1000,12,300,424,1,FALSE
"10928","HH",16,3.84,500,1000,12,300,424,1,FALSE
"10929","HH",17,4.08,500,1000,12,300,424,1,FALSE
"10930","HH",18,4.32,500,1000,12,300,424,1,FALSE
"10931","HH",19,4.56,500,1000,12,300,424,1,FALSE
"10932","HH",20,4.8,500,1000,12,300,424,1,FALSE
"10933","HH",21,5.04,500,1000,12,300,424,1,FALSE
"10934","HH",22,5.28,500,1000,12,300,424,1,FALSE
"10935","HH",23,5.52,500,1000,12,300,424,1,FALSE
"10936","HH",24,5.76,500,1000,12,300,424,1,FALSE
"10937","HH",25,6,500,1000,12,300,424,1,FALSE
"10938","HH",26,6.24,500,1000,12,300,424,1,FALSE
"10939","HH",27,6.48,500,1000,12,300,424,1,FALSE
"10940","HH",28,6.72,500,1000,12,300,424,1,FALSE
"10941","HH",29,6.96,500,1000,12,300,424,1,FALSE
"10942","HH",30,7.2,500,1000,12,300,424,1,FALSE
"10943","HH",31,7.44,500,1000,12,300,424,1,FALSE
"10944","HH",32,7.68,500,1000,12,300,424,0,FALSE
"10945","HH",33,7.92,500,1000,12,300,424,0,FALSE
"10946","HH",34,8.16,500,1000,12,300,424,0,FALSE
"10947","HH",35,8.4,500,1000,12,300,424,0,FALSE
"10948","HH",36,8.64,500,1000,12,300,424,0,FALSE
"10949","HH",37,8.88,500,1000,12,300,424,0,FALSE
"10950","HH",38,9.12,500,1000,12,300,424,0,FALSE
"10951","HH",39,9.36,500,1000,12,300,424,0,FALSE
"10952","HH",40,9.6,500,1000,12,300,424,0,FALSE
"10953","HH",41,9.84,500,1000,12,300,424,0,FALSE
"10954","HH",42,10.08,500,1000,12,300,424,0,FALSE
"10955","HH",43,10.32,500,1000,12,300,424,0,FALSE
"10956","HH",44,10.56,500,1000,12,300,424,0,FALSE
"10957","HH",45,10.8,500,1000,12,300,424,0,FALSE
"10958","HH",46,11.04,500,1000,12,300,424,0,FALSE
"10959","HH",47,11.28,500,1000,12,300,424,0,FALSE
"10960","HH",48,11.52,500,1000,12,300,424,0,FALSE
"10961","HH",49,11.76,500,1000,12,300,424,0,FALSE
"10962","HH",50,12,500,1000,12,300,424,0,FALSE
"10963","HH",51,12.24,500,1000,12,300,424,0,FALSE
"10964","HH",52,12.48,500,1000,12,300,424,0,FALSE
"10965","HH",53,12.72,500,1000,12,300,424,0,FALSE
"10966","HH",54,12.96,500,1000,12,300,424,0,FALSE
"10967","HH",55,13.2,500,1000,12,300,424,0,FALSE
"10968","HH",56,13.44,500,1000,12,300,424,0,FALSE
"10969","HH",57,13.68,500,1000,12,300,424,0,FALSE
"10970","HH",58,13.92,500,1000,12,300,424,0,FALSE
"10971","HH",59,14.16,500,1000,12,300,424,0,FALSE
"10972","HH",60,14.4,500,1000,12,300,424,0,FALSE
"10973","HH",61,14.64,500,1000,12,300,424,0,FALSE
"10974","HH",62,14.88,500,1000,12,300,424,0,FALSE
"10975","HH",1,0.24,500,1000,12,300,424,0,FALSE
