"","sid","sample","time","context_A","context_B","st","test_A","test_B","response","same_freq"
"1","CK",1,0.24,1,1,0,300,424,0,FALSE
"2","CK",2,0.48,1,1,0,300,424,0,FALSE
"3","CK",3,0.72,1,1,0,300,424,0,FALSE
"4","CK",4,0.96,1,1,0,300,424,0,FALSE
"5","CK",5,1.2,1,1,0,300,424,0,FALSE
"6","CK",6,1.44,1,1,0,300,424,0,FALSE
"7","CK",7,1.68,1,1,0,300,424,0,FALSE
"8","CK",8,1.92,1,1,0,300,424,0,FALSE
"9","CK",9,2.16,1,1,0,300,424,0,FALSE
"10","CK",10,2.4,1,1,0,300,424,0,FALSE
"11","CK",11,2.64,1,1,0,300,424,0,FALSE
"12","CK",12,2.88,1,1,0,300,424,0,FALSE
"13","CK",13,3.12,1,1,0,300,424,0,FALSE
"14","CK",14,3.36,1,1,0,300,424,0,FALSE
"15","CK",15,3.6,1,1,0,300,424,0,FALSE
"16","CK",16,3.84,1,1,0,300,424,0,FALSE
"17","CK",17,4.08,1,1,0,300,424,0,FALSE
"18","CK",18,4.32,1,1,0,300,424,0,FALSE
"19","CK",19,4.56,1,1,0,300,424,0,FALSE
"20","CK",20,4.8,1,1,0,300,424,0,FALSE
"21","CK",21,5.04,1,1,0,300,424,0,FALSE
"22","CK",22,5.28,1,1,0,300,424,0,FALSE
"23","CK",23,5.52,1,1,0,300,424,0,FALSE
"24","CK",24,5.76,1,1,0,300,424,0,FALSE
"25","CK",25,6,1,1,0,300,424,0,FALSE
"26","CK",26,6.24,1,1,0,300,424,0,FALSE
"27","CK",27,6.48,1,1,0,300,424,0,FALSE
"28","CK",28,6.72,1,1,0,300,424,0,FALSE
"29","CK",29,6.96,1,1,0,300,424,0,FALSE
"30","CK",30,7.2,1,1,0,300,424,0,FALSE
"31","CK",31,7.44,1,1,0,300,424,0,FALSE
"32","CK",32,7.68,1,1,0,300,424,0,FALSE
"33","CK",33,7.92,1,1,0,300,424,0,FALSE
"34","CK",34,8.16,1,1,0,300,424,0,FALSE
"35","CK",35,8.4,1,1,0,300,424,0,FALSE
"36","CK",36,8.64,1,1,0,300,424,0,FALSE
"37","CK",37,8.88,1,1,0,300,424,0,FALSE
"38","CK",38,9.12,1,1,0,300,424,0,FALSE
"39","CK",39,9.36,1,1,0,300,424,0,FALSE
"40","CK",40,9.6,1,1,0,300,424,0,FALSE
"41","CK",41,9.84,1,1,0,300,424,0,FALSE
"42","CK",42,10.08,1,1,0,300,424,0,FALSE
"43","CK",43,10.32,1,1,0,300,424,0,FALSE
"44","CK",44,10.56,1,1,0,300,424,0,FALSE
"45","CK",45,10.8,1,1,0,300,424,0,FALSE
"46","CK",46,11.04,1,1,0,300,424,1,FALSE
"47","CK",47,11.28,1,1,0,300,424,1,FALSE
"48","CK",48,11.52,1,1,0,300,424,1,FALSE
"49","CK",49,11.76,1,1,0,300,424,1,FALSE
"50","CK",50,12,1,1,0,300,424,1,FALSE
"51","CK",51,12.24,1,1,0,300,424,1,FALSE
"52","CK",52,12.48,1,1,0,300,424,1,FALSE
"53","CK",53,12.72,1,1,0,300,424,1,FALSE
"54","CK",54,12.96,1,1,0,300,424,1,FALSE
"55","CK",55,13.2,1,1,0,300,424,1,FALSE
"56","CK",56,13.44,1,1,0,300,424,1,FALSE
"57","CK",57,13.68,1,1,0,300,424,1,FALSE
"58","CK",58,13.92,1,1,0,300,424,1,FALSE
"59","CK",59,14.16,1,1,0,300,424,0,FALSE
"60","CK",60,14.4,1,1,0,300,424,0,FALSE
"61","CK",61,14.64,1,1,0,300,424,0,FALSE
"62","CK",62,14.88,1,1,0,300,424,0,FALSE
"63","CK",1,0.24,1,1,0,300,424,0,FALSE
"64","CK",2,0.48,1,1,0,300,424,0,FALSE
"65","CK",3,0.72,1,1,0,300,424,0,FALSE
"66","CK",4,0.96,1,1,0,300,424,0,FALSE
"67","CK",5,1.2,1,1,0,300,424,0,FALSE
"68","CK",6,1.44,1,1,0,300,424,0,FALSE
"69","CK",7,1.68,1,1,0,300,424,0,FALSE
"70","CK",8,1.92,1,1,0,300,424,0,FALSE
"71","CK",9,2.16,1,1,0,300,424,0,FALSE
"72","CK",10,2.4,1,1,0,300,424,0,FALSE
"73","CK",11,2.64,1,1,0,300,424,0,FALSE
"74","CK",12,2.88,1,1,0,300,424,0,FALSE
"75","CK",13,3.12,1,1,0,300,424,0,FALSE
"76","CK",14,3.36,1,1,0,300,424,0,FALSE
"77","CK",15,3.6,1,1,0,300,424,0,FALSE
"78","CK",16,3.84,1,1,0,300,424,0,FALSE
"79","CK",17,4.08,1,1,0,300,424,0,FALSE
"80","CK",18,4.32,1,1,0,300,424,0,FALSE
"81","CK",19,4.56,1,1,0,300,424,0,FALSE
"82","CK",20,4.8,1,1,0,300,424,0,FALSE
"83","CK",21,5.04,1,1,0,300,424,0,FALSE
"84","CK",22,5.28,1,1,0,300,424,0,FALSE
"85","CK",23,5.52,1,1,0,300,424,0,FALSE
"86","CK",24,5.76,1,1,0,300,424,0,FALSE
"87","CK",25,6,1,1,0,300,424,0,FALSE
"88","CK",26,6.24,1,1,0,300,424,0,FALSE
"89","CK",27,6.48,1,1,0,300,424,0,FALSE
"90","CK",28,6.72,1,1,0,300,424,0,FALSE
"91","CK",29,6.96,1,1,0,300,424,0,FALSE
"92","CK",30,7.2,1,1,0,300,424,0,FALSE
"93","CK",31,7.44,1,1,0,300,424,0,FALSE
"94","CK",32,7.68,1,1,0,300,424,0,FALSE
"95","CK",33,7.92,1,1,0,300,424,0,FALSE
"96","CK",34,8.16,1,1,0,300,424,0,FALSE
"97","CK",35,8.4,1,1,0,300,424,0,FALSE
"98","CK",36,8.64,1,1,0,300,424,0,FALSE
"99","CK",37,8.88,1,1,0,300,424,0,FALSE
"100","CK",38,9.12,1,1,0,300,424,0,FALSE
"101","CK",39,9.36,1,1,0,300,424,0,FALSE
"102","CK",40,9.6,1,1,0,300,424,0,FALSE
"103","CK",41,9.84,1,1,0,300,424,0,FALSE
"104","CK",42,10.08,1,1,0,300,424,0,FALSE
"105","CK",43,10.32,1,1,0,300,424,0,FALSE
"106","CK",44,10.56,1,1,0,300,424,0,FALSE
"107","CK",45,10.8,1,1,0,300,424,0,FALSE
"108","CK",46,11.04,1,1,0,300,424,0,FALSE
"109","CK",47,11.28,1,1,0,300,424,0,FALSE
"110","CK",48,11.52,1,1,0,300,424,0,FALSE
"111","CK",49,11.76,1,1,0,300,424,1,FALSE
"112","CK",50,12,1,1,0,300,424,1,FALSE
"113","CK",51,12.24,1,1,0,300,424,1,FALSE
"114","CK",52,12.48,1,1,0,300,424,1,FALSE
"115","CK",53,12.72,1,1,0,300,424,1,FALSE
"116","CK",54,12.96,1,1,0,300,424,1,FALSE
"117","CK",55,13.2,1,1,0,300,424,1,FALSE
"118","CK",56,13.44,1,1,0,300,424,1,FALSE
"119","CK",57,13.68,1,1,0,300,424,1,FALSE
"120","CK",58,13.92,1,1,0,300,424,0,FALSE
"121","CK",59,14.16,1,1,0,300,424,0,FALSE
"122","CK",60,14.4,1,1,0,300,424,0,FALSE
"123","CK",61,14.64,1,1,0,300,424,0,FALSE
"124","CK",62,14.88,1,1,0,300,424,0,FALSE
"125","CK",1,0.24,1,1,0,300,424,0,FALSE
"126","CK",2,0.48,1,1,0,300,424,0,FALSE
"127","CK",3,0.72,1,1,0,300,424,0,FALSE
"128","CK",4,0.96,1,1,0,300,424,0,FALSE
"129","CK",5,1.2,1,1,0,300,424,0,FALSE
"130","CK",6,1.44,1,1,0,300,424,0,FALSE
"131","CK",7,1.68,1,1,0,300,424,0,FALSE
"132","CK",8,1.92,1,1,0,300,424,0,FALSE
"133","CK",9,2.16,1,1,0,300,424,0,FALSE
"134","CK",10,2.4,1,1,0,300,424,0,FALSE
"135","CK",11,2.64,1,1,0,300,424,0,FALSE
"136","CK",12,2.88,1,1,0,300,424,0,FALSE
"137","CK",13,3.12,1,1,0,300,424,0,FALSE
"138","CK",14,3.36,1,1,0,300,424,0,FALSE
"139","CK",15,3.6,1,1,0,300,424,0,FALSE
"140","CK",16,3.84,1,1,0,300,424,0,FALSE
"141","CK",17,4.08,1,1,0,300,424,0,FALSE
"142","CK",18,4.32,1,1,0,300,424,0,FALSE
"143","CK",19,4.56,1,1,0,300,424,0,FALSE
"144","CK",20,4.8,1,1,0,300,424,0,FALSE
"145","CK",21,5.04,1,1,0,300,424,0,FALSE
"146","CK",22,5.28,1,1,0,300,424,0,FALSE
"147","CK",23,5.52,1,1,0,300,424,0,FALSE
"148","CK",24,5.76,1,1,0,300,424,0,FALSE
"149","CK",25,6,1,1,0,300,424,0,FALSE
"150","CK",26,6.24,1,1,0,300,424,0,FALSE
"151","CK",27,6.48,1,1,0,300,424,0,FALSE
"152","CK",28,6.72,1,1,0,300,424,0,FALSE
"153","CK",29,6.96,1,1,0,300,424,0,FALSE
"154","CK",30,7.2,1,1,0,300,424,0,FALSE
"155","CK",31,7.44,1,1,0,300,424,0,FALSE
"156","CK",32,7.68,1,1,0,300,424,0,FALSE
"157","CK",33,7.92,1,1,0,300,424,0,FALSE
"158","CK",34,8.16,1,1,0,300,424,0,FALSE
"159","CK",35,8.4,1,1,0,300,424,0,FALSE
"160","CK",36,8.64,1,1,0,300,424,0,FALSE
"161","CK",37,8.88,1,1,0,300,424,0,FALSE
"162","CK",38,9.12,1,1,0,300,424,0,FALSE
"163","CK",39,9.36,1,1,0,300,424,0,FALSE
"164","CK",40,9.6,1,1,0,300,424,0,FALSE
"165","CK",41,9.84,1,1,0,300,424,0,FALSE
"166","CK",42,10.08,1,1,0,300,424,0,FALSE
"167","CK",43,10.32,1,1,0,300,424,0,FALSE
"168","CK",44,10.56,1,1,0,300,424,0,FALSE
"169","CK",45,10.8,1,1,0,300,424,0,FALSE
"170","CK",46,11.04,1,1,0,300,424,0,FALSE
"171","CK",47,11.28,1,1,0,300,424,0,FALSE
"172","CK",48,11.52,1,1,0,300,424,0,FALSE
"173","CK",49,11.76,1,1,0,300,424,0,FALSE
"174","CK",50,12,1,1,0,300,424,0,FALSE
"175","CK",51,12.24,1,1,0,300,424,0,FALSE
"176","CK",52,12.48,1,1,0,300,424,0,FALSE
"177","CK",53,12.72,1,1,0,300,424,0,FALSE
"178","CK",54,12.96,1,1,0,300,424,0,FALSE
"179","CK",55,13.2,1,1,0,300,424,0,FALSE
"180","CK",56,13.44,1,1,0,300,424,1,FALSE
"181","CK",57,13.68,1,1,0,300,424,1,FALSE
"182","CK",58,13.92,1,1,0,300,424,1,FALSE
"183","CK",59,14.16,1,1,0,300,424,1,FALSE
"184","CK",60,14.4,1,1,0,300,424,1,FALSE
"185","CK",61,14.64,1,1,0,300,424,1,FALSE
"186","CK",62,14.88,1,1,0,300,424,1,FALSE
"187","CK",1,0.24,1,1,0,300,424,0,FALSE
"188","CK",2,0.48,1,1,0,300,424,0,FALSE
"189","CK",3,0.72,1,1,0,300,424,0,FALSE
"190","CK",4,0.96,1,1,0,300,424,0,FALSE
"191","CK",5,1.2,1,1,0,300,424,0,FALSE
"192","CK",6,1.44,1,1,0,300,424,0,FALSE
"193","CK",7,1.68,1,1,0,300,424,0,FALSE
"194","CK",8,1.92,1,1,0,300,424,0,FALSE
"195","CK",9,2.16,1,1,0,300,424,0,FALSE
"196","CK",10,2.4,1,1,0,300,424,0,FALSE
"197","CK",11,2.64,1,1,0,300,424,0,FALSE
"198","CK",12,2.88,1,1,0,300,424,0,FALSE
"199","CK",13,3.12,1,1,0,300,424,0,FALSE
"200","CK",14,3.36,1,1,0,300,424,0,FALSE
"201","CK",15,3.6,1,1,0,300,424,0,FALSE
"202","CK",16,3.84,1,1,0,300,424,0,FALSE
"203","CK",17,4.08,1,1,0,300,424,0,FALSE
"204","CK",18,4.32,1,1,0,300,424,0,FALSE
"205","CK",19,4.56,1,1,0,300,424,0,FALSE
"206","CK",20,4.8,1,1,0,300,424,0,FALSE
"207","CK",21,5.04,1,1,0,300,424,0,FALSE
"208","CK",22,5.28,1,1,0,300,424,0,FALSE
"209","CK",23,5.52,1,1,0,300,424,0,FALSE
"210","CK",24,5.76,1,1,0,300,424,0,FALSE
"211","CK",25,6,1,1,0,300,424,0,FALSE
"212","CK",26,6.24,1,1,0,300,424,0,FALSE
"213","CK",27,6.48,1,1,0,300,424,0,FALSE
"214","CK",28,6.72,1,1,0,300,424,0,FALSE
"215","CK",29,6.96,1,1,0,300,424,0,FALSE
"216","CK",30,7.2,1,1,0,300,424,0,FALSE
"217","CK",31,7.44,1,1,0,300,424,0,FALSE
"218","CK",32,7.68,1,1,0,300,424,0,FALSE
"219","CK",33,7.92,1,1,0,300,424,0,FALSE
"220","CK",34,8.16,1,1,0,300,424,0,FALSE
"221","CK",35,8.4,1,1,0,300,424,0,FALSE
"222","CK",36,8.64,1,1,0,300,424,0,FALSE
"223","CK",37,8.88,1,1,0,300,424,0,FALSE
"224","CK",38,9.12,1,1,0,300,424,0,FALSE
"225","CK",39,9.36,1,1,0,300,424,0,FALSE
"226","CK",40,9.6,1,1,0,300,424,0,FALSE
"227","CK",41,9.84,1,1,0,300,424,0,FALSE
"228","CK",42,10.08,1,1,0,300,424,0,FALSE
"229","CK",43,10.32,1,1,0,300,424,0,FALSE
"230","CK",44,10.56,1,1,0,300,424,0,FALSE
"231","CK",45,10.8,1,1,0,300,424,0,FALSE
"232","CK",46,11.04,1,1,0,300,424,0,FALSE
"233","CK",47,11.28,1,1,0,300,424,1,FALSE
"234","CK",48,11.52,1,1,0,300,424,1,FALSE
"235","CK",49,11.76,1,1,0,300,424,1,FALSE
"236","CK",50,12,1,1,0,300,424,1,FALSE
"237","CK",51,12.24,1,1,0,300,424,1,FALSE
"238","CK",52,12.48,1,1,0,300,424,1,FALSE
"239","CK",53,12.72,1,1,0,300,424,1,FALSE
"240","CK",54,12.96,1,1,0,300,424,0,FALSE
"241","CK",55,13.2,1,1,0,300,424,0,FALSE
"242","CK",56,13.44,1,1,0,300,424,0,FALSE
"243","CK",57,13.68,1,1,0,300,424,0,FALSE
"244","CK",58,13.92,1,1,0,300,424,0,FALSE
"245","CK",59,14.16,1,1,0,300,424,0,FALSE
"246","CK",60,14.4,1,1,0,300,424,0,FALSE
"247","CK",61,14.64,1,1,0,300,424,0,FALSE
"248","CK",62,14.88,1,1,0,300,424,0,FALSE
"249","CK",1,0.24,1,1,0,300,424,0,FALSE
"250","CK",2,0.48,1,1,0,300,424,0,FALSE
"251","CK",3,0.72,1,1,0,300,424,0,FALSE
"252","CK",4,0.96,1,1,0,300,424,0,FALSE
"253","CK",5,1.2,1,1,0,300,424,0,FALSE
"254","CK",6,1.44,1,1,0,300,424,0,FALSE
"255","CK",7,1.68,1,1,0,300,424,0,FALSE
"256","CK",8,1.92,1,1,0,300,424,0,FALSE
"257","CK",9,2.16,1,1,0,300,424,0,FALSE
"258","CK",10,2.4,1,1,0,300,424,0,FALSE
"259","CK",11,2.64,1,1,0,300,424,0,FALSE
"260","CK",12,2.88,1,1,0,300,424,0,FALSE
"261","CK",13,3.12,1,1,0,300,424,0,FALSE
"262","CK",14,3.36,1,1,0,300,424,0,FALSE
"263","CK",15,3.6,1,1,0,300,424,0,FALSE
"264","CK",16,3.84,1,1,0,300,424,0,FALSE
"265","CK",17,4.08,1,1,0,300,424,0,FALSE
"266","CK",18,4.32,1,1,0,300,424,0,FALSE
"267","CK",19,4.56,1,1,0,300,424,0,FALSE
"268","CK",20,4.8,1,1,0,300,424,0,FALSE
"269","CK",21,5.04,1,1,0,300,424,0,FALSE
"270","CK",22,5.28,1,1,0,300,424,0,FALSE
"271","CK",23,5.52,1,1,0,300,424,0,FALSE
"272","CK",24,5.76,1,1,0,300,424,0,FALSE
"273","CK",25,6,1,1,0,300,424,0,FALSE
"274","CK",26,6.24,1,1,0,300,424,0,FALSE
"275","CK",27,6.48,1,1,0,300,424,0,FALSE
"276","CK",28,6.72,1,1,0,300,424,0,FALSE
"277","CK",29,6.96,1,1,0,300,424,0,FALSE
"278","CK",30,7.2,1,1,0,300,424,0,FALSE
"279","CK",31,7.44,1,1,0,300,424,0,FALSE
"280","CK",32,7.68,1,1,0,300,424,0,FALSE
"281","CK",33,7.92,1,1,0,300,424,0,FALSE
"282","CK",34,8.16,1,1,0,300,424,0,FALSE
"283","CK",35,8.4,1,1,0,300,424,0,FALSE
"284","CK",36,8.64,1,1,0,300,424,0,FALSE
"285","CK",37,8.88,1,1,0,300,424,0,FALSE
"286","CK",38,9.12,1,1,0,300,424,0,FALSE
"287","CK",39,9.36,1,1,0,300,424,0,FALSE
"288","CK",40,9.6,1,1,0,300,424,0,FALSE
"289","CK",41,9.84,1,1,0,300,424,0,FALSE
"290","CK",42,10.08,1,1,0,300,424,0,FALSE
"291","CK",43,10.32,1,1,0,300,424,0,FALSE
"292","CK",44,10.56,1,1,0,300,424,0,FALSE
"293","CK",45,10.8,1,1,0,300,424,0,FALSE
"294","CK",46,11.04,1,1,0,300,424,0,FALSE
"295","CK",47,11.28,1,1,0,300,424,0,FALSE
"296","CK",48,11.52,1,1,0,300,424,0,FALSE
"297","CK",49,11.76,1,1,0,300,424,0,FALSE
"298","CK",50,12,1,1,0,300,424,1,FALSE
"299","CK",51,12.24,1,1,0,300,424,1,FALSE
"300","CK",52,12.48,1,1,0,300,424,1,FALSE
"301","CK",53,12.72,1,1,0,300,424,1,FALSE
"302","CK",54,12.96,1,1,0,300,424,1,FALSE
"303","CK",55,13.2,1,1,0,300,424,1,FALSE
"304","CK",56,13.44,1,1,0,300,424,1,FALSE
"305","CK",57,13.68,1,1,0,300,424,1,FALSE
"306","CK",58,13.92,1,1,0,300,424,1,FALSE
"307","CK",59,14.16,1,1,0,300,424,1,FALSE
"308","CK",60,14.4,1,1,0,300,424,1,FALSE
"309","CK",61,14.64,1,1,0,300,424,0,FALSE
"310","CK",62,14.88,1,1,0,300,424,0,FALSE
"311","CK",1,0.24,1,1,0,300,424,0,FALSE
"312","CK",2,0.48,1,1,0,300,424,0,FALSE
"313","CK",3,0.72,1,1,0,300,424,0,FALSE
"314","CK",4,0.96,1,1,0,300,424,0,FALSE
"315","CK",5,1.2,1,1,0,300,424,0,FALSE
"316","CK",6,1.44,1,1,0,300,424,0,FALSE
"317","CK",7,1.68,1,1,0,300,424,0,FALSE
"318","CK",8,1.92,1,1,0,300,424,0,FALSE
"319","CK",9,2.16,1,1,0,300,424,0,FALSE
"320","CK",10,2.4,1,1,0,300,424,0,FALSE
"321","CK",11,2.64,1,1,0,300,424,0,FALSE
"322","CK",12,2.88,1,1,0,300,424,0,FALSE
"323","CK",13,3.12,1,1,0,300,424,0,FALSE
"324","CK",14,3.36,1,1,0,300,424,0,FALSE
"325","CK",15,3.6,1,1,0,300,424,0,FALSE
"326","CK",16,3.84,1,1,0,300,424,0,FALSE
"327","CK",17,4.08,1,1,0,300,424,0,FALSE
"328","CK",18,4.32,1,1,0,300,424,0,FALSE
"329","CK",19,4.56,1,1,0,300,424,0,FALSE
"330","CK",20,4.8,1,1,0,300,424,0,FALSE
"331","CK",21,5.04,1,1,0,300,424,0,FALSE
"332","CK",22,5.28,1,1,0,300,424,0,FALSE
"333","CK",23,5.52,1,1,0,300,424,0,FALSE
"334","CK",24,5.76,1,1,0,300,424,0,FALSE
"335","CK",25,6,1,1,0,300,424,0,FALSE
"336","CK",26,6.24,1,1,0,300,424,0,FALSE
"337","CK",27,6.48,1,1,0,300,424,0,FALSE
"338","CK",28,6.72,1,1,0,300,424,0,FALSE
"339","CK",29,6.96,1,1,0,300,424,0,FALSE
"340","CK",30,7.2,1,1,0,300,424,0,FALSE
"341","CK",31,7.44,1,1,0,300,424,0,FALSE
"342","CK",32,7.68,1,1,0,300,424,0,FALSE
"343","CK",33,7.92,1,1,0,300,424,0,FALSE
"344","CK",34,8.16,1,1,0,300,424,0,FALSE
"345","CK",35,8.4,1,1,0,300,424,0,FALSE
"346","CK",36,8.64,1,1,0,300,424,0,FALSE
"347","CK",37,8.88,1,1,0,300,424,0,FALSE
"348","CK",38,9.12,1,1,0,300,424,0,FALSE
"349","CK",39,9.36,1,1,0,300,424,0,FALSE
"350","CK",40,9.6,1,1,0,300,424,0,FALSE
"351","CK",41,9.84,1,1,0,300,424,0,FALSE
"352","CK",42,10.08,1,1,0,300,424,0,FALSE
"353","CK",43,10.32,1,1,0,300,424,0,FALSE
"354","CK",44,10.56,1,1,0,300,424,0,FALSE
"355","CK",45,10.8,1,1,0,300,424,0,FALSE
"356","CK",46,11.04,1,1,0,300,424,0,FALSE
"357","CK",47,11.28,1,1,0,300,424,1,FALSE
"358","CK",48,11.52,1,1,0,300,424,1,FALSE
"359","CK",49,11.76,1,1,0,300,424,1,FALSE
"360","CK",50,12,1,1,0,300,424,1,FALSE
"361","CK",51,12.24,1,1,0,300,424,1,FALSE
"362","CK",52,12.48,1,1,0,300,424,1,FALSE
"363","CK",53,12.72,1,1,0,300,424,1,FALSE
"364","CK",54,12.96,1,1,0,300,424,1,FALSE
"365","CK",55,13.2,1,1,0,300,424,1,FALSE
"366","CK",56,13.44,1,1,0,300,424,1,FALSE
"367","CK",57,13.68,1,1,0,300,424,1,FALSE
"368","CK",58,13.92,1,1,0,300,424,1,FALSE
"369","CK",59,14.16,1,1,0,300,424,1,FALSE
"370","CK",60,14.4,1,1,0,300,424,1,FALSE
"371","CK",61,14.64,1,1,0,300,424,1,FALSE
"372","CK",62,14.88,1,1,0,300,424,0,FALSE
"373","CK",1,0.24,300,424,6,300,424,0,TRUE
"374","CK",2,0.48,300,424,6,300,424,0,TRUE
"375","CK",3,0.72,300,424,6,300,424,0,TRUE
"376","CK",4,0.96,300,424,6,300,424,0,TRUE
"377","CK",5,1.2,300,424,6,300,424,0,TRUE
"378","CK",6,1.44,300,424,6,300,424,0,TRUE
"379","CK",7,1.68,300,424,6,300,424,0,TRUE
"380","CK",8,1.92,300,424,6,300,424,0,TRUE
"381","CK",9,2.16,300,424,6,300,424,0,TRUE
"382","CK",10,2.4,300,424,6,300,424,0,TRUE
"383","CK",11,2.64,300,424,6,300,424,0,TRUE
"384","CK",12,2.88,300,424,6,300,424,0,TRUE
"385","CK",13,3.12,300,424,6,300,424,0,TRUE
"386","CK",14,3.36,300,424,6,300,424,0,TRUE
"387","CK",15,3.6,300,424,6,300,424,1,TRUE
"388","CK",16,3.84,300,424,6,300,424,1,TRUE
"389","CK",17,4.08,300,424,6,300,424,1,TRUE
"390","CK",18,4.32,300,424,6,300,424,1,TRUE
"391","CK",19,4.56,300,424,6,300,424,1,TRUE
"392","CK",20,4.8,300,424,6,300,424,1,TRUE
"393","CK",21,5.04,300,424,6,300,424,1,TRUE
"394","CK",22,5.28,300,424,6,300,424,1,TRUE
"395","CK",23,5.52,300,424,6,300,424,1,TRUE
"396","CK",24,5.76,300,424,6,300,424,1,TRUE
"397","CK",25,6,300,424,6,300,424,1,TRUE
"398","CK",26,6.24,300,424,6,300,424,0,TRUE
"399","CK",27,6.48,300,424,6,300,424,0,TRUE
"400","CK",28,6.72,300,424,6,300,424,0,TRUE
"401","CK",29,6.96,300,424,6,300,424,0,TRUE
"402","CK",30,7.2,300,424,6,300,424,0,TRUE
"403","CK",31,7.44,300,424,6,300,424,0,TRUE
"404","CK",32,7.68,300,424,6,300,424,0,TRUE
"405","CK",33,7.92,300,424,6,300,424,0,TRUE
"406","CK",34,8.16,300,424,6,300,424,0,TRUE
"407","CK",35,8.4,300,424,6,300,424,0,TRUE
"408","CK",36,8.64,300,424,6,300,424,0,TRUE
"409","CK",37,8.88,300,424,6,300,424,0,TRUE
"410","CK",38,9.12,300,424,6,300,424,0,TRUE
"411","CK",39,9.36,300,424,6,300,424,0,TRUE
"412","CK",40,9.6,300,424,6,300,424,0,TRUE
"413","CK",41,9.84,300,424,6,300,424,0,TRUE
"414","CK",42,10.08,300,424,6,300,424,0,TRUE
"415","CK",43,10.32,300,424,6,300,424,0,TRUE
"416","CK",44,10.56,300,424,6,300,424,0,TRUE
"417","CK",45,10.8,300,424,6,300,424,0,TRUE
"418","CK",46,11.04,300,424,6,300,424,1,TRUE
"419","CK",47,11.28,300,424,6,300,424,1,TRUE
"420","CK",48,11.52,300,424,6,300,424,1,TRUE
"421","CK",49,11.76,300,424,6,300,424,1,TRUE
"422","CK",50,12,300,424,6,300,424,1,TRUE
"423","CK",51,12.24,300,424,6,300,424,1,TRUE
"424","CK",52,12.48,300,424,6,300,424,1,TRUE
"425","CK",53,12.72,300,424,6,300,424,1,TRUE
"426","CK",54,12.96,300,424,6,300,424,1,TRUE
"427","CK",55,13.2,300,424,6,300,424,1,TRUE
"428","CK",56,13.44,300,424,6,300,424,1,TRUE
"429","CK",57,13.68,300,424,6,300,424,0,TRUE
"430","CK",58,13.92,300,424,6,300,424,0,TRUE
"431","CK",59,14.16,300,424,6,300,424,0,TRUE
"432","CK",60,14.4,300,424,6,300,424,0,TRUE
"433","CK",61,14.64,300,424,6,300,424,0,TRUE
"434","CK",62,14.88,300,424,6,300,424,0,TRUE
"435","CK",1,0.24,300,424,6,300,424,0,TRUE
"436","CK",2,0.48,300,424,6,300,424,0,TRUE
"437","CK",3,0.72,300,424,6,300,424,0,TRUE
"438","CK",4,0.96,300,424,6,300,424,0,TRUE
"439","CK",5,1.2,300,424,6,300,424,0,TRUE
"440","CK",6,1.44,300,424,6,300,424,0,TRUE
"441","CK",7,1.68,300,424,6,300,424,0,TRUE
"442","CK",8,1.92,300,424,6,300,424,0,TRUE
"443","CK",9,2.16,300,424,6,300,424,0,TRUE
"444","CK",10,2.4,300,424,6,300,424,0,TRUE
"445","CK",11,2.64,300,424,6,300,424,0,TRUE
"446","CK",12,2.88,300,424,6,300,424,0,TRUE
"447","CK",13,3.12,300,424,6,300,424,0,TRUE
"448","CK",14,3.36,300,424,6,300,424,0,TRUE
"449","CK",15,3.6,300,424,6,300,424,0,TRUE
"450","CK",16,3.84,300,424,6,300,424,1,TRUE
"451","CK",17,4.08,300,424,6,300,424,1,TRUE
"452","CK",18,4.32,300,424,6,300,424,1,TRUE
"453","CK",19,4.56,300,424,6,300,424,1,TRUE
"454","CK",20,4.8,300,424,6,300,424,1,TRUE
"455","CK",21,5.04,300,424,6,300,424,1,TRUE
"456","CK",22,5.28,300,424,6,300,424,1,TRUE
"457","CK",23,5.52,300,424,6,300,424,1,TRUE
"458","CK",24,5.76,300,424,6,300,424,1,TRUE
"459","CK",25,6,300,424,6,300,424,1,TRUE
"460","CK",26,6.24,300,424,6,300,424,1,TRUE
"461","CK",27,6.48,300,424,6,300,424,1,TRUE
"462","CK",28,6.72,300,424,6,300,424,0,TRUE
"463","CK",29,6.96,300,424,6,300,424,0,TRUE
"464","CK",30,7.2,300,424,6,300,424,0,TRUE
"465","CK",31,7.44,300,424,6,300,424,0,TRUE
"466","CK",32,7.68,300,424,6,300,424,0,TRUE
"467","CK",33,7.92,300,424,6,300,424,0,TRUE
"468","CK",34,8.16,300,424,6,300,424,0,TRUE
"469","CK",35,8.4,300,424,6,300,424,0,TRUE
"470","CK",36,8.64,300,424,6,300,424,0,TRUE
"471","CK",37,8.88,300,424,6,300,424,0,TRUE
"472","CK",38,9.12,300,424,6,300,424,0,TRUE
"473","CK",39,9.36,300,424,6,300,424,0,TRUE
"474","CK",40,9.6,300,424,6,300,424,0,TRUE
"475","CK",41,9.84,300,424,6,300,424,0,TRUE
"476","CK",42,10.08,300,424,6,300,424,0,TRUE
"477","CK",43,10.32,300,424,6,300,424,0,TRUE
"478","CK",44,10.56,300,424,6,300,424,0,TRUE
"479","CK",45,10.8,300,424,6,300,424,0,TRUE
"480","CK",46,11.04,300,424,6,300,424,1,TRUE
"481","CK",47,11.28,300,424,6,300,424,1,TRUE
"482","CK",48,11.52,300,424,6,300,424,1,TRUE
